Date,Close,Volume,Return,SMA_10,SMA_50,RSI,MACD,Volume_MA
2015-03-16,174.1988067626953,136099200,-0.0029723308608144983,173.60248413085938,172.0442449951172,41.39600213364897,-0.4801801342971381,131954120.0
2015-03-17,173.6810302734375,94510400,0.012021408565534797,173.33857269287108,172.08650482177734,40.44778930068706,-0.3772458225853761,119431940.0
2015-03-18,175.7689208984375,228808500,-0.004561170609883036,173.35778198242187,172.23249237060546,47.85651041223245,-0.16509743295493812,143164500.0
2015-03-19,174.9672088623047,117917300,0.008826727176051596,173.2776107788086,172.3941812133789,47.32734254824187,-0.07661285990028194,147949260.0
2015-03-20,176.5115966796875,177715100,-0.0019488472547740665,173.59909057617188,172.545166015625,48.558046521418795,0.07739779155093257,151010100.0
2015-03-23,176.1676025390625,71784500,-0.005618726895399995,173.81434783935546,172.629306640625,49.580329338828754,0.1454313387797428,138147160.0
2015-03-24,175.17776489257812,77805300,-0.014653780992905374,174.21290740966796,172.7212112426758,48.91679899669403,0.1149632844644003,134806140.0
2015-03-25,172.61074829101562,159521700,-0.0023813190304501353,174.3948516845703,172.7885012817383,42.40658560137124,-0.07544222090665803,120948780.0
2015-03-26,172.19970703125,153067200,0.002289265308437205,174.31854858398438,172.85709045410155,47.07198457048796,-0.21993900159830704,127978760.0
2015-03-27,172.5939178466797,118939000,0.01220012350683386,174.38773040771486,172.95394134521484,46.140457605288496,-0.2767252185620853,116223540.0
2015-03-30,174.6995849609375,96180400,-0.008739629763426238,174.43780822753905,173.1236410522461,59.911775359194166,-0.16669714634365454,121102720.0
2015-03-31,173.1727752685547,126768700,-0.0035365071493642652,174.3869827270508,173.21920806884765,56.327260343946875,-0.1872726203868939,130895400.0
2015-04-01,172.5603485107422,137303600,0.003597515765217052,174.06612548828124,173.29534454345702,48.8343371709901,-0.2303584014857035,126451780.0
2015-04-02,173.18113708496094,86900900,0.0067333656457817526,173.88751831054688,173.36685943603516,53.80207251347823,-0.20666200265347678,113218520.0
2015-04-06,174.34722900390625,114368200,-0.002646240773252595,173.67108154296875,173.4112518310547,50.47299406654302,-0.10729706006744529,112304360.0
2015-04-07,173.8858642578125,81236300,0.0033768628819219604,173.44290771484376,173.4652914428711,50.655123274835525,-0.06864977399365792,109315540.0
2015-04-08,174.47305297851562,89351900,0.0044234584012650124,173.3724365234375,173.52305816650392,45.415303555426,-0.003410440227475168,101832180.0
2015-04-09,175.2448272705078,85548900,0.0054573657720238256,173.6358444213867,173.64152557373046,50.98428093500738,0.08681443680184212,91481240.0
2015-04-10,176.20120239257812,72722900,-0.004523221518867859,174.03599395751954,173.82254943847656,48.8516323959119,0.19951147319359747,88645640.0
2015-04-13,175.40420532226562,74436600,0.0019132183703065575,174.31702270507813,173.9567318725586,47.26725512901746,0.20856853194930658,80659320.0
2015-04-14,175.7397918701172,75099900,0.004486822108999089,174.4210433959961,174.14005310058593,52.110766381319024,0.22367406292635572,79432040.0
2015-04-15,176.52830505371094,99529300,-0.0002849867477272561,174.75659637451173,174.29788665771486,66.98141536377551,0.27006627218751045,81467520.0
2015-04-16,176.47799682617188,68934900,-0.011503362280516294,175.1483612060547,174.40594055175782,69.14377323140873,0.2796974455226198,78144720.0
2015-04-17,174.44790649414062,191113200,0.009136839873421732,175.27503814697266,174.48642181396485,57.236499645628726,0.1392266038793411,101822780.0
2015-04-20,176.04180908203125,92189500,-0.001191463070885579,175.44449615478516,174.56437133789063,55.456986312247516,0.14224658078141073,105373360.0
2015-04-21,175.83206176757812,72559800,0.004914117707294663,175.6391159057617,174.64764739990235,62.10840937608124,0.11996942449208559,104865340.0
2015-04-22,176.6961212158203,78264600,0.0025163305874107422,175.86142272949218,174.76357177734374,68.40937741118682,0.1510731856784085,100612400.0
2015-04-23,177.1407470703125,102585900,0.002320249569820021,176.05101470947267,174.8519760131836,67.90605114220537,0.18696894527200048,107342600.0
2015-04-24,177.5517578125,61327400,-0.0041576888066310325,176.18607025146486,174.94659576416015,65.55363326924615,0.2214250081728718,81385440.0
2015-04-27,176.8135528564453,79358100,0.003178900852484956,176.3270050048828,174.9932113647461,63.83807057907149,0.17948779736971843,78819160.0
2015-04-28,177.37562561035156,86863500,-0.004114589467115515,176.49058837890624,175.03670349121094,63.752007969705865,0.1742696957129788,81679900.0
2015-04-29,176.6457977294922,125684900,-0.010020766785995838,176.50233764648436,175.06008728027345,56.66410208021833,0.10965172977450088,91163960.0
2015-04-30,174.87567138671875,161304900,0.010841791549032198,176.34210510253905,175.04773498535155,44.14780382646187,-0.05534177271902563,102907760.0
2015-05-01,176.77163696289062,103399700,0.0028472393302112486,176.57447814941406,175.0758071899414,55.50316744082081,-0.04088932009055335,111322220.0
2015-05-04,177.2749481201172,70927200,-0.011451820300259263,176.69779205322266,175.09289916992188,56.095873312861876,-0.003363657884727478,109636040.0
2015-05-05,175.2448272705078,113326200,-0.004116555338796513,176.63906860351562,175.06988983154298,45.360937320755724,-0.1147936531764645,114928580.0
2015-05-06,174.52342224121094,135060200,0.003989834551351601,176.4217987060547,175.02243133544923,43.26216513336805,-0.23007827632825673,116803640.0
2015-05-07,175.21974182128906,88244900,0.013165666959935596,176.22969818115234,174.99190490722657,52.93012263150882,-0.2508428096081611,102191640.0
2015-05-08,177.52662658691406,155877300,-0.004772577149544266,176.22718505859376,175.01169219970703,55.3473476201833,-0.10802749039022941,112687160.0
2015-05-11,176.6793670654297,75708100,-0.002991313738253454,176.2137664794922,175.0265606689453,52.91747796746951,-0.07100602152034158,113643340.0
2015-05-12,176.15086364746094,119727600,0.0001903982624036349,176.09129028320314,175.00864288330078,48.078135252293826,-0.08175239494007697,114923620.0
2015-05-13,176.1844024658203,94667900,0.010427646800683865,176.04515075683594,175.00592803955078,46.528581667366396,-0.08585295083565031,106845160.0
2015-05-14,178.02159118652344,95934000,0.0010836711930917176,176.3597427368164,175.05482330322266,51.54543036252943,0.029637499765945485,108382980.0
2015-05-15,178.21450805664062,76510100,0.0031068201234543125,176.5040298461914,175.10373504638673,54.779641817089534,0.10911166621538976,92509540.0
2015-05-18,178.7681884765625,74549700,-0.00032853204813487746,176.65335388183593,175.21316284179687,54.75373186416629,0.18460506027321244,92277860.0
2015-05-19,178.70945739746094,72114600,-0.0007041554220522661,176.99981689453125,175.30705139160156,57.3828947253496,0.21416836817520768,82755260.0
2015-05-20,178.5836181640625,76857500,0.0029125941500673935,177.4058364868164,175.45488037109374,65.03425030439215,0.20862550089588427,79193180.0
2015-05-21,179.103759765625,64764600,-0.002388704337051517,177.79423828125,175.6211294555664,60.643285116197454,0.2220967467196302,72959300.0
2015-05-22,178.67593383789062,57433500,-0.010751678991769764,177.90916900634767,175.73539337158203,56.43814292025159,0.1858072307048655,69143980.0
2015-05-26,176.75486755371094,124308600,0.009491784522998259,177.91671905517578,175.83244873046874,57.009553652883945,0.024555123442944304,79095760.0
2015-05-27,178.43258666992188,93214000,-0.0011282087417919806,178.14489135742187,175.91712432861328,66.6664931867949,0.02294170325945677,83315640.0
2015-05-28,178.2312774658203,74974600,-0.006212884393862805,178.34957885742188,176.00812927246093,63.40533050778385,0.001553520096638561,82939060.0
2015-05-29,177.1239471435547,124919600,0.0020365274106337594,178.259814453125,176.0352297973633,47.99323524849207,-0.08891091507159543,94970060.0
2015-06-01,177.4846649169922,93338800,-0.000992379833101742,178.18683013916015,176.08557891845703,54.217761012722974,-0.12407162981952014,102151120.0
2015-06-02,177.30853271484375,91531000,0.0026494626720683367,178.04086456298828,176.10151763916016,56.2956914564341,-0.15669247382925444,95595600.0
2015-06-03,177.77830505371094,87820900,-0.008446658831492426,177.94774932861327,176.13373168945313,58.27539547736146,-0.14444613813707408,94516980.0
2015-06-04,176.27667236328125,151882800,-0.0017131404302526132,177.71705474853516,176.15570983886718,40.613482832494725,-0.23016712174254506,109898620.0
2015-06-05,175.9746856689453,121704700,-0.006149482899763914,177.40414733886718,176.22298858642577,38.09097296253567,-0.29573573182665974,109255640.0
2015-06-08,174.8925323486328,89063300,-0.0001440442333578984,177.02580718994142,176.27684509277344,30.4897476982826,-0.39433934880116916,108400540.0
2015-06-09,174.86734008789062,105034700,0.011993606341861085,176.83705444335936,176.32231353759767,30.593051952356063,-0.4401434055547664,111101280.0
2015-06-10,176.96463012695312,134551300,0.0032232658714070883,176.6902587890625,176.36761444091798,43.1804918180299,-0.3140241184659559,120447360.0
2015-06-11,177.5350341796875,73876400,-0.0076547047615904695,176.62063446044922,176.45485961914062,43.42006901989698,-0.18346531896630391,104846080.0
2015-06-12,176.17605590820312,135382400,-0.0042858600396989965,176.52584533691407,176.52717376708983,40.27412353606064,-0.17965748466433598,107581620.0
2015-06-15,175.42098999023438,124384200,0.005451711363306133,176.3194778442383,176.5719708251953,44.29268521988475,-0.2165514448023933,114645800.0
2015-06-16,176.37733459472656,85308200,0.0016169992988186443,176.22635803222656,176.61257293701172,40.62753546343575,-0.1673268526358035,110700500.0
2015-06-17,176.66253662109375,126708600,0.010399424551700731,176.11478118896486,176.66810638427734,42.90047026814262,-0.10914840448332754,109131960.0
2015-06-18,178.49972534179688,165867900,-0.004439245905210054,176.33708648681642,176.74863983154296,55.840427420075734,0.05087321632877452,127530260.0
2015-06-19,177.7073211669922,130478700,0.005123118414229744,176.5103500366211,176.79788970947266,50.91179712513966,0.09842919651792459,126549520.0
2015-06-22,178.61773681640625,70696000,0.0007080195170090509,176.88287048339845,176.84622039794922,55.057173169869145,0.18143475179884047,115811880.0
2015-06-23,178.74420166015625,68476800,-0.007262309440353443,177.270556640625,176.91302032470702,53.83270303620363,0.23186998042419418,112445600.0
2015-06-24,177.44610595703125,92307300,-0.0030406459377624317,177.3187042236328,176.9471466064453,54.71652828070729,0.1678145590169767,105565340.0
2015-06-25,176.90655517578125,97107400,-0.00019061997897484861,177.2558563232422,176.95471160888673,53.6877242518698,0.08337807455024729,91813240.0
2015-06-26,176.87283325195312,104174800,-0.020970728819592388,177.32553405761718,176.96260833740234,58.54585873431658,0.02268152980322838,86552460.0
2015-06-29,173.16368103027344,202621300,0.0020935008333733407,177.09980316162108,176.936923828125,44.42165049717563,-0.25454568698071206,112937520.0
2015-06-30,173.5261993408203,182925100,0.008015238546798198,176.81468963623047,176.8866116333008,37.29847823660778,-0.39255113370746997,135827180.0
2015-07-01,174.91705322265625,135979900,-0.0009153508516348552,176.64014129638673,176.86831146240235,40.88190027550083,-0.36954389862963444,144561700.0
