Date,Close,Volume
2016-04-20,180.0128173828125,81100300
2016-04-21,179.04469299316406,85695000
2016-04-22,179.04469299316406,99251700
2016-04-25,178.73619079589844,66166500
2016-04-26,179.00180053710938,75864200
2016-04-27,179.37026977539062,77329400
2016-04-28,177.74224853515625,97216200
2016-04-29,176.78271484375,142424100
2016-05-02,178.1878662109375,62188000
2016-05-03,176.6370391845703,106422100
2016-05-04,175.65171813964844,92243800
2016-05-05,175.61746215820312,67619200
2016-05-06,176.260009765625,89315000
2016-05-09,176.4057159423828,74374900
2016-05-10,178.5990753173828,77472200
2016-05-11,176.92835998535156,81727000
2016-05-12,176.97975158691406,89586300
2016-05-13,175.4375,96474600
2016-05-16,177.16827392578125,77486800
2016-05-17,175.51458740234375,114924900
2016-05-18,175.56602478027344,120062100
2016-05-19,174.95767211914062,115430500
2016-05-20,176.06298828125,104990400
2016-05-23,175.8230743408203,58682600
2016-05-24,178.10218811035156,93537800
2016-05-25,179.3102264404297,76621400
2016-05-26,179.36163330078125,55280700
2016-05-27,180.1327362060547,64211200
2016-05-31,179.79000854492188,109879400
2016-06-01,180.158447265625,69936200
2016-06-02,180.70680236816406,63044700
2016-06-03,180.16705322265625,101757100
2016-06-06,181.0838165283203,64887000
2016-06-07,181.3665771484375,60974800
2016-06-08,181.95774841308594,66170900
2016-06-09,181.70933532714844,73786900
2016-06-10,179.9871368408203,113829200
2016-06-13,178.5990753173828,117751200
2016-06-14,178.24783325195312,125059300
2016-06-15,177.99929809570312,109124500
2016-06-16,178.53054809570312,149533100
2016-06-17,177.86569213867188,117055700
2016-06-20,179.01113891601562,82789600
2016-06-21,179.519287109375,72461700
2016-06-22,179.2263946533203,95560500
2016-06-23,181.56040954589844,102731400
2016-06-24,175.04078674316406,333444400
2016-06-27,171.9058380126953,230775800
2016-06-28,175.00634765625,159382400
2016-06-29,177.98623657226562,137328600
2016-06-30,180.41497802734375,165021900
2016-07-01,180.79391479492188,106055300
2016-07-05,179.49343872070312,109803700
2016-07-06,180.57000732421875,96021500
2016-07-07,180.45803833007812,85593800
2016-07-08,183.14515686035156,133971000
2016-07-11,183.79107666015625,73633900
2016-07-12,185.1259765625,101275600
2016-07-13,185.10020446777344,87324100
2016-07-14,186.13368225097656,91230900
2016-07-15,185.88392639160156,107155400
2016-07-18,186.38340759277344,58725900
2016-07-19,186.19400024414062,54345700
2016-07-20,186.96910095214844,58159500
2016-07-21,186.2628936767578,67777300
2016-07-22,187.0982666015625,62787500
2016-07-25,186.5901336669922,55873100
2016-07-26,186.6763153076172,70080500
2016-07-27,186.47817993164062,84083900
2016-07-28,186.6935272216797,65035700
2016-07-29,186.9949493408203,79519400
2016-08-01,186.83987426757812,73311400
2016-08-02,185.6427459716797,92295500
2016-08-03,186.1853485107422,53993600
2016-08-04,186.38340759277344,46585500
2016-08-05,187.9078369140625,71892200
2016-08-08,187.79592895507812,39906500
2016-08-09,187.9078369140625,51251700
2016-08-10,187.4428253173828,57941100
2016-08-11,188.31265258789062,72504300
2016-08-12,188.1490020751953,61313500
2016-08-15,188.6915740966797,49813500
2016-08-16,187.71836853027344,53213600
2016-08-17,188.07147216796875,75134300
2016-08-18,188.4935302734375,52989300
2016-08-19,188.21788024902344,75443000
2016-08-22,188.2093048095703,61368800
2016-08-23,188.58824157714844,53399200
2016-08-24,187.62367248535156,71728900
2016-08-25,187.4944610595703,69224800
2016-08-26,187.1413116455078,122506300
2016-08-29,188.06285095214844,70502200
2016-08-30,187.7528533935547,58114500
2016-08-31,187.21888732910156,85269500
2016-09-01,187.2274627685547,97844200
2016-09-02,188.07147216796875,79293900
2016-09-06,188.63992309570312,56702100
2016-09-07,188.62269592285156,76554900
2016-09-08,188.1920623779297,74102900
2016-09-09,183.68777465820312,221589100
2016-09-12,186.3231658935547,168110900
2016-09-13,183.64466857910156,182828800
2016-09-14,183.5757598876953,134185500
2016-09-15,185.4102020263672,134427900
2016-09-16,184.6935272216797,155236400
2016-09-19,184.7281494140625,80250500
2016-09-20,184.73678588867188,69665300
2016-09-21,186.8142852783203,110284400
2016-09-22,187.99143981933594,76678700
2016-09-23,186.9613800048828,73630900
2016-09-26,185.4465789794922,89827300
2016-09-27,186.59780883789062,78494800
2016-09-28,187.5240478515625,87411000
2016-09-29,185.8274383544922,128070600
2016-09-30,187.229736328125,117202900
2016-10-03,186.7796173095703,83512100
2016-10-04,185.8274383544922,119948100
2016-10-05,186.6498260498047,72816000
2016-10-06,186.7796173095703,62927400
2016-10-07,186.13902282714844,89788300
2016-10-10,187.1085205078125,51855000
2016-10-11,184.74545288085938,130367400
2016-10-12,184.98779296875,73866100
2016-10-13,184.38189697265625,101357000
2016-10-14,184.4771270751953,93346200
2016-10-17,183.8365478515625,58275700
2016-10-18,184.98779296875,76869700
2016-10-19,185.48121643066406,66519200
2016-10-20,185.13497924804688,73639800
2016-10-21,185.22149658203125,89089100
2016-10-24,186.00924682617188,60146600
2016-10-25,185.3860321044922,66542300
2016-10-26,185.0137481689453,75705500
2016-10-27,184.5203857421875,77220200
2016-10-28,183.9750518798828,140623200
2016-10-31,183.98370361328125,61272500
2016-11-01,182.6506805419922,122781800
2016-11-02,181.55137634277344,103330800
2016-11-03,180.72042846679688,88939300
2016-11-04,180.52130126953125,109122100
2016-11-07,184.50306701660156,109794900
2016-11-08,185.33407592773438,106772100
2016-11-09,187.2989501953125,258429000
2016-11-10,187.7664031982422,172113300
2016-11-11,187.33360290527344,100552700
2016-11-14,187.48072814941406,94580000
2016-11-15,188.943603515625,91652600
2016-11-16,188.58868408203125,65617700
2016-11-17,189.5581817626953,69797200
2016-11-18,189.13406372070312,86265800
2016-11-21,190.56231689453125,72402600
2016-11-22,190.93447875976562,67429000
2016-11-23,191.03843688964844,56620200
2016-11-25,191.74810791015625,37872300
2016-11-28,190.84793090820312,76572500
2016-11-29,191.22018432617188,69886700
2016-11-30,190.76136779785156,113291800
2016-12-01,190.06028747558594,79040500
2016-12-02,190.15542602539062,74840300
2016-12-05,191.2980499267578,67837800
2016-12-06,191.90399169921875,59877400
2016-12-07,194.41424560546875,110738100
2016-12-08,194.8903350830078,99714400
2016-12-09,196.0675048828125,88005800
2016-12-12,195.84249877929688,102016100
2016-12-13,197.14950561523438,110477500
2016-12-14,195.5221710205078,142501800
2016-12-15,196.3271484375,124972600
2016-12-16,195.94320678710938,156420200
2016-12-19,196.369873046875,90341100
2016-12-20,197.12741088867188,89838800
2016-12-21,196.57882690429688,67909000
2016-12-22,196.23927307128906,56219100
2016-12-23,196.526611328125,36697800
2016-12-27,197.0142059326172,42672500
2016-12-28,195.38595581054688,64095000
2016-12-29,195.34243774414062,48696100
2016-12-30,194.62847900390625,108998300
2017-01-03,196.1173858642578,91366500
2017-01-04,197.28411865234375,78744400
2017-01-05,197.12741088867188,78379000
2017-01-06,197.83267211914062,71559900
2017-01-09,197.17958068847656,46939700
2017-01-10,197.17958068847656,63771900
2017-01-11,197.7368927001953,74650000
2017-01-12,197.24058532714844,72113200
2017-01-13,197.69337463378906,62717900
2017-01-17,196.99679565429688,61240800
2017-01-18,197.43211364746094,54793300
2017-01-19,196.7007598876953,66608800
2017-01-20,197.4234161376953,129168600
2017-01-23,196.90968322753906,75061600
2017-01-24,198.1722412109375,95555300
2017-01-25,199.88751220703125,84437700
2017-01-26,199.67852783203125,59970700
2017-01-27,199.36509704589844,59711100
2017-01-30,198.12869262695312,79737300
2017-01-31,198.1112823486328,75880800
2017-02-01,198.18963623046875,79117700
2017-02-02,198.3202667236328,69657600
2017-02-03,199.687255859375,80563200
2017-02-06,199.33026123046875,57790100
2017-02-07,199.33901977539062,57931200
2017-02-08,199.6002197265625,51566200
2017-02-09,200.7843475341797,65955200
2017-02-10,201.57666015625,66015900
2017-02-13,202.6737823486328,55182100
2017-02-14,203.48345947265625,71109000
2017-02-15,204.54579162597656,86785800
2017-02-16,204.3716278076172,84722400
2017-02-17,204.6938018798828,77204100
2017-02-21,205.91281127929688,88946100
2017-02-22,205.72994995117188,62115200
2017-02-23,205.8692626953125,74615900
2017-02-24,206.13046264648438,82381600
2017-02-27,206.45263671875,56515400
2017-02-28,205.89540100097656,96961900
2017-03-01,208.7773895263672,149158200
2017-03-02,207.46266174316406,70246000
2017-03-03,207.5932159423828,81974300
2017-03-06,206.97508239746094,55391500
2017-03-07,206.35684204101562,65103700
2017-03-08,205.97369384765625,78168800
2017-03-09,206.23495483398438,90683900
2017-03-10,206.9576416015625,81991700
2017-03-13,207.06214904785156,57256800
2017-03-14,206.269775390625,59880800
2017-03-15,208.05471801757812,96081800
2017-03-16,207.64547729492188,78344000
2017-03-17,207.2808074951172,89002100
2017-03-20,207.05345153808594,52537000
2017-03-21,204.39498901367188,131809300
2017-03-22,204.8759765625,97569200
2017-03-23,204.65736389160156,100410300
2017-03-24,204.50869750976562,112504900
2017-03-27,204.29879760742188,87454500
2017-03-28,205.7854461669922,93483900
2017-03-29,205.97776794433594,61950400
2017-03-30,206.63363647460938,56737900
2017-03-31,206.15274047851562,73733100
2017-04-03,205.794189453125,85546500
2017-04-04,205.9253692626953,56466200
2017-04-05,205.31324768066406,108800600
2017-04-06,205.890380859375,69135800
2017-04-07,205.68051147460938,74412300
2017-04-10,205.80291748046875,67615300
2017-04-11,205.5580596923828,88045300
2017-04-12,204.65736389160156,81864400
2017-04-13,203.32809448242188,92880400
2017-04-17,205.12957763671875,68405400
2017-04-18,204.51739501953125,83225800
2017-04-19,204.14138793945312,68699900
2017-04-20,205.80291748046875,92572200
2017-04-21,205.1470489501953,110389800
2017-04-24,207.40325927734375,119209900
2017-04-25,208.6100616455078,76698300
2017-04-26,208.4788818359375,84702500
2017-04-27,208.65379333496094,57410300
2017-04-28,208.1990509033203,63532800
2017-05-01,208.72372436523438,66882500
2017-05-02,208.8024444580078,57375700
2017-05-03,208.54884338378906,73137700
2017-05-04,208.793701171875,61462700
2017-05-05,209.61570739746094,62001300
2017-05-08,209.58071899414062,48385700
2017-05-09,209.38832092285156,51363200
2017-05-10,209.764404296875,54293800
2017-05-11,209.3358917236328,62358300
2017-05-12,208.98606872558594,53912700
2017-05-15,210.140380859375,61918900
2017-05-16,209.947998046875,51241800
2017-05-17,206.22267150878906,172174100
2017-05-18,207.05345153808594,107047700
2017-05-19,208.40017700195312,115011400
2017-05-22,209.4582977294922,61010600
2017-05-23,209.92173767089844,48341700
2017-05-24,210.4114990234375,46927700
2017-05-25,211.4171905517578,64071700
2017-05-26,211.37344360351562,46629900
2017-05-30,211.18978881835938,35201900
2017-05-31,211.13731384277344,91796000
2017-06-01,212.81637573242188,68962000
2017-06-02,213.52468872070312,88666100
2017-06-05,213.36729431152344,44698800
2017-06-06,212.68515014648438,50375400
2017-06-07,213.07875061035156,54144300
2017-06-08,213.1836395263672,65950700
2017-06-09,212.86007690429688,132256400
2017-06-12,212.81637573242188,86108100
2017-06-13,213.8570098876953,60067000
2017-06-14,213.58587646484375,78602300
2017-06-15,213.17494201660156,66464900
2017-06-16,213.2214813232422,84553100
2017-06-19,214.99658203125,65123800
2017-06-20,213.546630859375,56906400
2017-06-21,213.49386596679688,55977600
2017-06-22,213.39723205566406,44148100
2017-06-23,213.6520538330078,66986800
2017-06-26,213.7926788330078,56700500
2017-06-27,212.07034301757812,82247700
2017-06-28,213.96839904785156,70042600
2017-06-29,212.08787536621094,106949700
2017-06-30,212.4833221435547,86820700
2017-07-03,212.8436279296875,39153800
2017-07-05,213.335693359375,54427600
2017-07-06,211.38487243652344,65400800
2017-07-07,212.75572204589844,57972300
2017-07-10,212.98422241210938,36663300
2017-07-11,212.8260498046875,50354600
2017-07-12,214.42535400390625,59610400
2017-07-13,214.78561401367188,39471600
2017-07-14,215.78744506835938,60262700
2017-07-17,215.7610626220703,33531900
2017-07-18,215.87527465820312,42742500
2017-07-19,217.04405212402344,51034300
2017-07-20,217.14071655273438,47135200
2017-07-21,216.94741821289062,82340800
2017-07-24,216.89468383789062,46622300
2017-07-25,217.42193603515625,54915600
2017-07-26,217.43069458007812,47575400
2017-07-27,217.22860717773438,70766600
2017-07-28,216.97378540039062,50088400
2017-07-31,216.8507843017578,65838700
2017-08-01,217.33407592773438,55050400
2017-08-02,217.43951416015625,47211200
2017-08-03,217.0177459716797,40856000
2017-08-04,217.41314697265625,60191800
2017-08-07,217.81736755371094,31995000
2017-08-08,217.28126525878906,61719400
2017-08-09,217.2725372314453,62632600
2017-08-10,214.20570373535156,120479500
2017-08-11,214.52203369140625,74869900
2017-08-14,216.6486053466797,73291900
2017-08-15,216.6222686767578,55242700
2017-08-16,217.0001678466797,56715500
2017-08-17,213.61692810058594,128490400
2017-08-18,213.282958984375,136748000
2017-08-21,213.44996643066406,65469700
2017-08-22,215.68203735351562,63140100
2017-08-23,214.90869140625,50203800
2017-08-24,214.40780639648438,50741700
2017-08-25,214.90869140625,64445900
2017-08-28,214.91746520996094,40565600
2017-08-29,215.1634979248047,51135700
2017-08-30,216.18284606933594,62030800
2017-08-31,217.4834442138672,103803900
2017-09-01,217.79104614257812,62007000
2017-09-05,216.226806640625,91398800
2017-09-06,216.96498107910156,57916900
2017-09-07,216.9385986328125,58034700
2017-09-08,216.68380737304688,63832800
2017-09-11,218.99490356445312,71364800
2017-09-12,219.73304748535156,56896000
2017-09-13,219.83848571777344,59228000
2017-09-14,219.7682342529297,95446300
2017-09-15,220.0640869140625,95432400
2017-09-18,220.5321502685547,46235200
2017-09-19,220.75289916992188,47108100
2017-09-20,220.83236694335938,59574100
2017-09-21,220.24070739746094,48211400
2017-09-22,220.28485107421875,51214000
2017-09-25,219.83444213867188,57064400
2017-09-26,219.96690368652344,54082000
2017-09-27,220.8235321044922,81001400
2017-09-28,221.0885009765625,44778800
2017-09-29,221.86561584472656,85578000
2017-10-02,222.82821655273438,59023000
2017-10-03,223.30508422851562,66810200
2017-10-04,223.57003784179688,55953600
2017-10-05,224.89471435546875,63522800
2017-10-06,224.63864135742188,80646000
2017-10-09,224.26766967773438,35803100
2017-10-10,224.85939025878906,43057400
2017-10-11,225.212646484375,47674300
2017-10-12,224.87710571289062,47065100
2017-10-13,225.1508331298828,54800400
2017-10-16,225.45106506347656,38221700
2017-10-17,225.61007690429688,31561000
2017-10-18,225.83082580566406,40888300
2017-10-19,225.89266967773438,61903800
2017-10-20,227.058349609375,89176400
2017-10-23,226.17523193359375,63915300
2017-10-24,226.5726318359375,66935900
2017-10-25,225.45106506347656,103715300
2017-10-26,225.74252319335938,69798000
2017-10-27,227.5882110595703,85562500
2017-10-30,226.74044799804688,54285700
2017-10-31,227.09365844726562,60304800
2017-11-01,227.39393615722656,54202700
2017-11-02,227.48219299316406,56449500
2017-11-03,228.2417449951172,59589700
2017-11-06,228.594970703125,49652600
2017-11-07,228.43605041503906,57502200
2017-11-08,228.82456970214844,50469600
2017-11-09,227.9944610595703,95085500
2017-11-10,227.923828125,59984700
2017-11-13,228.13580322265625,50228600
2017-11-14,227.60589599609375,61315200
2017-11-15,226.46669006347656,80811500
2017-11-16,228.3919219970703,67777000
2017-11-17,227.720703125,75756800
2017-11-20,228.1092529296875,48075500
2017-11-21,229.6016845703125,69176800
2017-11-22,229.3986358642578,45033400
2017-11-24,229.92849731445312,27856500
2017-11-27,229.8136749267578,52274900
2017-11-28,232.1451416015625,98971700
2017-11-29,232.00381469726562,77512100
2017-11-30,234.03500366210938,127894400
2017-12-01,233.5492706298828,164390900
2017-12-04,233.26666259765625,94040600
2017-12-05,232.42771911621094,77994500
2017-12-06,232.47183227539062,75898600
