Date,Close,Volume
2015-01-02,171.5680389404297,121465900
2015-01-05,168.46954345703125,169632600
2015-01-06,166.8827667236328,209151400
2015-01-07,168.9623565673828,125346700
2015-01-08,171.9605712890625,147217800
2015-01-09,170.58253479003906,158567300
2015-01-12,169.24624633789062,144396100
2015-01-13,168.77024841308594,214553300
2015-01-14,167.75137329101562,192991100
2015-01-15,166.214599609375,176613900
2015-01-16,168.39442443847656,211879600
2015-01-20,168.75352478027344,130991100
2015-01-21,169.6053924560547,122942700
2015-01-22,172.1276092529297,174356000
2015-01-23,171.1838836669922,117516800
2015-01-26,171.584716796875,92009700
2015-01-27,169.3214569091797,134044600
2015-01-28,167.15000915527344,168514300
2015-01-29,168.69508361816406,173585400
2015-01-30,166.57373046875,197729700
2015-02-02,168.63662719726562,163107000
2015-02-03,171.07530212402344,124212900
2015-02-04,170.42384338378906,134306700
2015-02-05,172.1443328857422,97953200
2015-02-06,171.6682586669922,125672000
2015-02-09,170.89990234375,87219000
2015-02-10,172.7205352783203,96164200
2015-02-11,172.82077026367188,91087800
2015-02-12,174.48277282714844,97545900
2015-02-13,175.20101928710938,93670400
2015-02-17,175.4766082763672,76968200
2015-02-18,175.4932861328125,80652900
2015-02-19,175.36802673339844,91462500
2015-02-20,176.42034912109375,140896400
2015-02-23,176.39529418945312,74411100
2015-02-24,176.89634704589844,72472300
2015-02-25,176.74606323242188,73061700
2015-02-26,176.53726196289062,72697900
2015-02-27,175.93594360351562,108076000
2015-03-02,177.0467529296875,87491400
2015-03-03,176.3201446533203,110325800
2015-03-04,175.5768280029297,114497200
2015-03-05,175.7689208984375,76873000
2015-03-06,173.2967987060547,188128000
2015-03-09,174.01502990722656,89818900
2015-03-10,171.19216918945312,157121300
2015-03-11,170.7913055419922,110145700
2015-03-12,172.96273803710938,93993500
2015-03-13,171.902099609375,162410900
2015-03-16,174.1988067626953,136099200
2015-03-17,173.6810302734375,94510400
2015-03-18,175.7689208984375,228808500
2015-03-19,174.9672088623047,117917300
2015-03-20,176.5115966796875,177715100
2015-03-23,176.1676025390625,71784500
2015-03-24,175.17776489257812,77805300
2015-03-25,172.61074829101562,159521700
2015-03-26,172.19970703125,153067200
2015-03-27,172.5939178466797,118939000
2015-03-30,174.6995849609375,96180400
2015-03-31,173.1727752685547,126768700
2015-04-01,172.5603485107422,137303600
2015-04-02,173.18113708496094,86900900
2015-04-06,174.34722900390625,114368200
2015-04-07,173.8858642578125,81236300
2015-04-08,174.47305297851562,89351900
2015-04-09,175.2448272705078,85548900
2015-04-10,176.20120239257812,72722900
2015-04-13,175.40420532226562,74436600
2015-04-14,175.7397918701172,75099900
2015-04-15,176.52830505371094,99529300
2015-04-16,176.47799682617188,68934900
2015-04-17,174.44790649414062,191113200
2015-04-20,176.04180908203125,92189500
2015-04-21,175.83206176757812,72559800
2015-04-22,176.6961212158203,78264600
2015-04-23,177.1407470703125,102585900
2015-04-24,177.5517578125,61327400
2015-04-27,176.8135528564453,79358100
2015-04-28,177.37562561035156,86863500
2015-04-29,176.6457977294922,125684900
2015-04-30,174.87567138671875,161304900
2015-05-01,176.77163696289062,103399700
2015-05-04,177.2749481201172,70927200
2015-05-05,175.2448272705078,113326200
2015-05-06,174.52342224121094,135060200
2015-05-07,175.21974182128906,88244900
2015-05-08,177.52662658691406,155877300
2015-05-11,176.6793670654297,75708100
2015-05-12,176.15086364746094,119727600
2015-05-13,176.1844024658203,94667900
2015-05-14,178.02159118652344,95934000
2015-05-15,178.21450805664062,76510100
2015-05-18,178.7681884765625,74549700
2015-05-19,178.70945739746094,72114600
2015-05-20,178.5836181640625,76857500
2015-05-21,179.103759765625,64764600
2015-05-22,178.67593383789062,57433500
2015-05-26,176.75486755371094,124308600
2015-05-27,178.43258666992188,93214000
2015-05-28,178.2312774658203,74974600
2015-05-29,177.1239471435547,124919600
2015-06-01,177.4846649169922,93338800
2015-06-02,177.30853271484375,91531000
2015-06-03,177.77830505371094,87820900
2015-06-04,176.27667236328125,151882800
2015-06-05,175.9746856689453,121704700
2015-06-08,174.8925323486328,89063300
2015-06-09,174.86734008789062,105034700
2015-06-10,176.96463012695312,134551300
2015-06-11,177.5350341796875,73876400
2015-06-12,176.17605590820312,135382400
2015-06-15,175.42098999023438,124384200
2015-06-16,176.37733459472656,85308200
2015-06-17,176.66253662109375,126708600
2015-06-18,178.49972534179688,165867900
2015-06-19,177.7073211669922,130478700
2015-06-22,178.61773681640625,70696000
2015-06-23,178.74420166015625,68476800
2015-06-24,177.44610595703125,92307300
2015-06-25,176.90655517578125,97107400
2015-06-26,176.87283325195312,104174800
2015-06-29,173.16368103027344,202621300
2015-06-30,173.5261993408203,182925100
2015-07-01,174.91705322265625,135979900
2015-07-02,174.75694274902344,104373700
2015-07-06,174.2595672607422,117975400
2015-07-07,175.3553924560547,173820200
2015-07-08,172.41343688964844,164020100
2015-07-09,172.72531127929688,144113100
2015-07-10,174.9002227783203,129456900
2015-07-13,176.8306884765625,106069400
2015-07-14,177.5977325439453,81709600
2015-07-15,177.538818359375,97914100
2015-07-16,178.96340942382812,106683300
2015-07-17,179.11512756347656,89030000
2015-07-20,179.20787048339844,70446800
2015-07-21,178.49969482421875,77965000
2015-07-22,178.17941284179688,88667900
2015-07-23,177.17623901367188,90509100
2015-07-24,175.33860778808594,117755000
2015-07-27,174.31861877441406,132361100
2015-07-28,176.4597625732422,123544800
2015-07-29,177.67364501953125,105791300
2015-07-30,177.71580505371094,91304400
2015-07-31,177.44610595703125,103266900
2015-08-03,176.8474884033203,113965700
2015-08-04,176.50189208984375,81820800
2015-08-05,177.0835418701172,85786800
2015-08-06,175.63365173339844,116030800
2015-08-07,175.2964324951172,117858000
2015-08-10,177.5050506591797,80270700
2015-08-11,175.9033660888672,126081400
2015-08-12,176.1141357421875,172123700
2015-08-13,175.8949432373047,89383300
2015-08-14,176.53562927246094,72786500
2015-08-17,177.5218505859375,79072600
2015-08-18,177.00767517089844,71692700
2015-08-19,175.6083984375,172946000
2015-08-20,171.94142150878906,194327900
2015-08-21,166.7655487060547,346588500
2015-08-24,159.74354553222656,507244300
2015-08-25,157.86373901367188,369833100
2015-08-26,163.9246826171875,339257000
2015-08-27,167.97946166992188,274143900
2015-08-28,167.98788452148438,160414400
2015-08-31,166.6306915283203,163298800
2015-09-01,161.65713500976562,256000400
2015-09-02,164.7255401611328,160269300
2015-09-03,164.84353637695312,152087800
2015-09-04,162.34835815429688,207081000
2015-09-08,166.4283447265625,116025700
2015-09-09,164.20289611816406,149347700
2015-09-10,165.096435546875,158611100
2015-09-11,165.84671020507812,119691200
2015-09-14,165.23138427734375,79452000
2015-09-15,167.29660034179688,113806200
2015-09-16,168.74652099609375,99581600
2015-09-17,168.36715698242188,276046600
2015-09-18,165.61581420898438,223657500
2015-09-21,166.47166442871094,105726200
2015-09-22,164.3109130859375,153890900
2015-09-23,164.0482635498047,92790600
2015-09-24,163.4550323486328,159378800
2015-09-25,163.41270446777344,155054800
2015-09-28,159.31149291992188,178515900
2015-09-29,159.40472412109375,159045600
2015-09-30,162.37890625,163452000
2015-10-01,162.80262756347656,131079000
2015-10-02,165.2344970703125,211003300
2015-10-05,168.17483520507812,126320800
2015-10-06,167.59864807128906,110274500
2015-10-07,168.97137451171875,124307300
2015-10-08,170.49664306640625,153055200
2015-10-09,170.5983123779297,107069200
2015-10-12,170.75926208496094,56395600
2015-10-13,169.68312072753906,88038700
2015-10-14,168.86965942382812,99106200
2015-10-15,171.4625701904297,134142200
2015-10-16,172.24212646484375,114580100
2015-10-19,172.326904296875,76523900
2015-10-20,172.10653686523438,78448500
2015-10-21,171.03895568847656,102038000
2015-10-22,173.9283905029297,174911700
2015-10-23,175.8349151611328,144442300
2015-10-26,175.4027862548828,69033000
2015-10-27,175.06385803222656,77905800
2015-10-28,177.0550994873047,135906700
2015-10-29,176.95346069335938,90525500
2015-10-30,176.1908416748047,131076900
2015-11-02,178.27529907226562,86270800
2015-11-03,178.79220581054688,95246100
2015-11-04,178.24990844726562,96224500
2015-11-05,178.07192993164062,78408700
2015-11-06,177.978759765625,110471500
2015-11-09,176.31793212890625,131008700
2015-11-10,176.7246856689453,75874600
2015-11-11,176.02978515625,67846000
2015-11-12,173.5724639892578,121315200
2015-11-13,171.62353515625,153577100
2015-11-16,174.23342895507812,117645200
2015-11-17,174.10630798339844,121123700
2015-11-18,176.86868286132812,121342500
2015-11-19,176.71624755859375,88220500
2015-11-20,177.36016845703125,94011500
2015-11-23,177.15682983398438,64931200
2015-11-24,177.39410400390625,98874400
2015-11-25,177.3686981201172,51980100
2015-11-27,177.57203674316406,37317800
2015-11-30,176.83482360839844,112822700
2015-12-01,178.52102661132812,97858400
2015-12-02,176.6992645263672,108441300
2015-12-03,174.22500610351562,166224200
2015-12-04,177.62286376953125,192913900
2015-12-07,176.54673767089844,102027100
2015-12-08,175.36036682128906,103372400
2015-12-09,173.99612426757812,162401500
2015-12-10,174.44529724121094,116128900
2015-12-11,171.06431579589844,211173300
2015-12-14,171.92861938476562,182385200
2015-12-15,173.7334747314453,154069600
2015-12-16,176.2755889892578,197017000
2015-12-17,173.58950805664062,173092500
2015-12-18,170.4969482421875,251393500
2015-12-21,171.9033660888672,99094300
2015-12-22,173.4632568359375,111026200
2015-12-23,175.6114044189453,110987200
2015-12-24,175.32151794433594,48539600
2015-12-28,174.92092895507812,65899900
2015-12-29,176.7876739501953,92640700
2015-12-30,175.5345916748047,63317700
2015-12-31,173.7786407470703,114877900
2016-01-04,171.34934997558594,222353500
2016-01-05,171.6392059326172,110845800
2016-01-06,169.47412109375,152112600
2016-01-07,165.4081573486328,213436100
2016-01-08,163.59249877929688,209817200
2016-01-11,163.7544403076172,187941300
2016-01-12,165.07571411132812,172330500
2016-01-13,160.9585723876953,221168900
2016-01-14,163.6010284423828,240795600
2016-01-15,160.08909606933594,324846400
2016-01-19,160.30223083496094,195244400
2016-01-20,158.24795532226562,286547800
2016-01-21,159.1344757080078,195772900
2016-01-22,162.39913940429688,168319600
2016-01-25,159.94422912597656,130371700
2016-01-26,162.12632751464844,141036800
2016-01-27,160.36192321777344,185681700
2016-01-28,161.19723510742188,143798800
2016-01-29,165.12681579589844,210529300
2016-02-01,165.067138671875,136061600
2016-02-02,162.09226989746094,182564900
2016-02-03,163.06399536132812,205054900
2016-02-04,163.3197479248047,139531800
2016-02-05,160.20848083496094,180788300
2016-02-08,158.05191040039062,191526700
2016-02-09,158.06039428710938,184513100
2016-02-10,157.9240264892578,148214100
2016-02-11,155.8697509765625,219058900
2016-02-12,159.08331298828125,127632400
2016-02-16,161.7683563232422,120250700
2016-02-17,164.41079711914062,136009500
2016-02-18,163.73741149902344,102343000
2016-02-19,163.66065979003906,114793000
2016-02-22,166.03041076660156,103640300
2016-02-23,163.9335479736328,111455300
2016-02-24,164.6835479736328,150812200
2016-02-25,166.67820739746094,110728300
2016-02-26,166.2946014404297,129833700
2016-02-29,164.99046325683594,125918100
2016-03-01,168.86886596679688,141799700
2016-03-02,169.62747192382812,102415000
2016-03-03,170.29237365722656,95172200
2016-03-04,170.84646606445312,129293600
2016-03-07,170.9827880859375,100219000
2016-03-08,169.11602783203125,123974900
2016-03-09,169.951416015625,94801200
2016-03-10,170.08779907226562,156838700
2016-03-11,172.83253479003906,137964500
2016-03-14,172.6109161376953,73612000
2016-03-15,172.32958984375,93169100
2016-03-16,173.326904296875,129303200
2016-03-17,174.42648315429688,134278500
2016-03-18,175.11192321777344,138372400
2016-03-21,175.36038208007812,72926700
2016-03-22,175.2661590576172,97471900
2016-03-23,174.1094970703125,81052500
2016-03-24,174.03237915039062,84360900
2016-03-28,174.1351776123047,62408200
2016-03-29,175.74598693847656,92922900
2016-03-30,176.51708984375,86365300
2016-03-31,176.0886688232422,94584100
2016-04-01,177.2882080078125,114423500
2016-04-04,176.71414184570312,63497000
2016-04-05,174.9491424560547,99662200
2016-04-06,176.85975646972656,91839800
2016-04-07,174.74354553222656,113859000
2016-04-08,175.2147216796875,95040600
2016-04-11,174.80349731445312,83757500
2016-04-12,176.43141174316406,115350600
2016-04-13,178.2135467529297,96336400
2016-04-14,178.22210693359375,65212900
2016-04-15,178.02503967285156,75761600
2016-04-18,179.27590942382812,82531000
2016-04-19,179.8414306640625,88316100
